Ano;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
Produção_de_CO2;33599928.39;32279299.57;32488950.52;35428697.77;35901230.17;34882317.43;34328032.59;35177751.93;35510514.11;35685075.89
