DATA;jan/13;fev/13;mar/13;abr/13;mai/13;jun/13;jul/13;ago/13;set/13;out/13;nov/13;dez/13;jan/14;fev/14;mar/14;abr/14;mai/14;jun/14;jul/14;ago/14;set/14;out/14;nov/14;dez/14;jan/15;fev/15;mar/15;abr/15;mai/15;jun/15;jul/15;ago/15;set/15;out/15;nov/15;dez/15;jan/16;fev/16;mar/16;abr/16;mai/16;jun/16;jul/16;ago/16;set/16;out/16;nov/16;dez/16;jan/17;fev/17;mar/17;abr/17;mai/17;jun/17;jul/17;ago/17;set/17;out/17;nov/17;dez/17;jan/18;fev/18;mar/18;abr/18;mai/18;jun/18;jul/18;ago/18;set/18;out/18;nov/18;dez/18;jan/19;fev/19;mar/19;abr/19;mai/19;jun/19;jul/19;ago/19;set/19;out/19;nov/19;dez/19;jan/20;fev/20;mar/20;abr/20;mai/20;jun/20;jul/20;ago/20;set/20;out/20;nov/20;dez/20;jan/21;fev/21;mar/21;abr/21;mai/21;jun/21;jul/21;ago/21;set/21;out/21;nov/21;dez/21;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23;jul/23;ago/23;set/23;out/23;nov/23;dez/23
HECTARES;7419734;8434862;8434862;8434862;8434862;7818388;7818388;7818388;8054291;8054291;8054291;8373829;8263641;8202188;7978897;7978897;7978897;7978897;7921670;7921670;7921670;7989437;7998991;7993149;8050154;7758781;7758781;7758781;7758781;7758781;8314175;8314175;8314175;8145392;8161505;8746681;7788028;8794642;8794642;8794642;8794642;8794642;8390479;8390479;8326044;8327044;8327044;8341130;7777389;7777389;7777389;8146112;8168551;8185747;8524177;8524177;9019271;9019271;9019271;8251089;7987615;7987615;7987615;8631356;8623356;8532057;8520792;8520792;8352106;8352106;8352106;8346759;8283923;8283923;8177371;8177371;8177371;8129592;8129592;8129592;8143150;8143150;8143150;8172747;8178418;8178418;8178418;8178418;8178418;8341445;8341445;8341445;8280919;8280919;8280919;8375834;8409861;8409861;8409861;8287619;8287619;8287619;8287619;8287619;8180663;8180663;8180663;7558095;8641014;8641014;8641014;8592522;8592522;8592522;7483751;7483751;7450890;7450890;7719288;7719288;7683149;7683149;7683149;8001135;8001135;8001135;8001135;8001135;7852134;7852134;7852134;7754021
